,id,sim1,sim2,sim3,sim4
2063,16726237,18455050,18455143,24026878,21047360
2064,16730755,16823251,36785495,31216096,21128303
2065,16735116,13855049,32727707,6603488,6581009
2066,16741381,21671407,28993846,27912933,32922416
2067,16742820,18675202,18674998,22561172,18858584
2068,16743909,23380147,22594189,16744167,23380199
2069,16744167,22594189,23380147,22690958,16743909
2070,16747836,17619960,16748453,21457175,34051104
2071,16748453,17619960,16747836,21457175,34051104
2072,16750061,16846533,16848828,21283595,24682695
2073,16759601,6803701,14185422,6698970,29180163
2074,16761916,29948946,9667448,26084661,4541072
2075,16763691,11875596,14332372,16523058,24526943
2076,16769843,27915805,26768425,16138519,19918177
2077,16773876,5750637,5272598,6440242,5042231
2078,16784213,29614706,24587033,34834829,25440553
2079,16786985,15364942,26612587,37789401,16605632
2080,16798945,24785613,18757509,18646201,18421322
2081,16799416,15347449,15347904,13300207,17736530
2082,16811553,14196212,19645713,21127335,29450842
2083,16812677,20840000,20840013,20841135,20840008
2084,16813107,20842916,20842913,20842919,16830438
2085,16813277,16830660,20838905,16831020,16830915
2086,16813372,16830746,20836629,16813372,20836530
2087,16823251,16730755,21128303,38242543,20918868
2088,16830276,20842916,20842913,20842919,16830438
2089,16830368,20842916,20842913,20842919,16830438
2090,16830438,20842916,20842913,20842919,16830438
2091,16830539,16830539,20841135,20839977,20840000
2092,16830612,16830539,20841135,20839977,20840000
2093,16830660,16813277,20840008,20840000,20839977
2094,16830746,16830746,20836629,16813372,20836530
2095,16830915,20838906,20838905,20838902,20838903
2096,16831020,20838906,20838905,20838902,20838903
2097,16831108,20838906,20838905,20838902,20838903
2098,16832754,24447655,22177543,7162659,30299123
2099,16846533,16750061,16848828,21283595,24682695
2100,16848626,31216096,38794026,14099732,29765373
2101,16848828,16750061,16846533,21283595,24682695
2102,16850703,7891758,5609097,7717118,7614627
2103,16863370,13129971,28554971,16945653,22733254
2104,16865763,16865763,20836357,20836530,20836628
2105,16881298,17112396,30261649,7642856,5827713
2106,16886073,16398913,12475063,29599048,29597994
2107,16891958,12484261,34244096,24261748,17123698
2108,16896151,1893524,13980339,15850202,13300207
2109,16905663,7622220,19681895,23111888,20094056
2110,16914032,38836039,1199033,4412603,22776112
2111,16932344,18086894,13669212,37110691,16896151
2112,16941236,16499872,15173797,7582910,13762245
2113,16945653,28554971,10106290,22733254,10459862
2114,16947051,16947051,4008423,2387730,2387687
2115,16953000,34950613,10284893,35018771,24464059
2116,16964241,16522880,20181595,20181917,20181944
2117,16966634,16370834,22185082,33464704,14659280
2118,16977300,25381551,33836101,37899526,33678741
2119,16977692,13926988,13931737,20714046,34123744
2120,16981748,18605664,15489649,16590376,16417299
2121,16989989,10460541,13952292,18169687,11679272
2122,16991336,16603353,16590155,22987750,22719122
2123,17004808,19091188,6203213,38242543,38057160
2124,17016908,21266323,32922175,31132529,30188702
2125,17037625,26286378,28993846,36042199,27912933
2126,17045399,38080105,5787221,11898518,36001503
2127,17049465,17122972,37340383,21557075,18085436
2128,17053896,28359844,32922416,29745033,36850579
2129,17083178,30047798,28067163,17765940,4122361
2130,17084283,13579926,14954546,13580272,18085436
2131,17093761,30111915,27804407,26984743,22459458
2132,17103886,32970991,35724882,34765590,34765413
2133,17106212,38428103,38429018,17627294,34050464
2134,17110437,17899942,16677104,15100514,16140165
2135,17111127,27789183,27814192,27814520,15365213
2136,17112396,5900689,4360811,4017084,16881298
2137,17122972,17049465,37340383,34187044,13184548
2138,17123186,31840078,34733071,1900478,7105265
2139,17123698,17277763,17228916,12484261,34244096
2140,17133592,26768425,16435842,25202450,19918177
2141,17142437,19231733,18570175,30126894,11750389
2142,17145048,27140686,34049857,25376102,16546964
2143,17163340,38308020,36785495,31216096,18351213
2144,17179470,12909727,3209752,38244327,20715202
2145,17190987,16865763,20836357,20836530,20836628
2146,17191773,17641382,29398198,32701932,29579499
2147,17212644,24962718,34582881,7814843,36080117
2148,17228916,17123698,17277763,9249817,35077950
2149,17231060,16075986,18516282,15438962,16418916
2150,17275135,20888336,21755679,16499872,17949590
2151,17277763,17123698,17228916,4584539,20547412
2152,17302758,4191852,4191900,17951810,17778761
2153,17309287,1715479,33769211,9422496,9653717
2154,17325277,30261649,20426982,29302695,24528929
2155,17325640,17768467,17778761,4191900,4191852
2156,17332999,31354683,35273424,35166846,31180978
2157,17344662,31216096,21111423,13165990,12200704
2158,17348884,35273424,35166846,33238214,31180978
2159,17371927,19936126,14927787,36675593,17084283
2160,17376004,15938502,21855459,3788645,37222469
2161,17390721,17391691,17488629,35851003,35852688
2162,17391691,17391691,35852688,35851003,17390721
2163,17392067,17488732,35852688,35851003,17390721
2164,17399550,21855459,33814617,4451325,33464704
2165,17408435,38251837,38706411,9464059,15109137
2166,17410029,18684661,36994152,36399220,34272851
2167,17416854,38701616,38061740,37479594,37913913
2168,17419282,20747182,7683535,34763630,22454647
2169,17442010,38337287,20754763,25765385,25306072
2170,17453196,32226923,19650919,19575882,19575975
2171,17454856,16519829,23653768,22116641,22144715
2172,17465227,17684121,28996484,27914769,18859485
2173,17466955,18859485,29167635,29470621,29108398
2174,17471289,16401676,15580911,30898777,17712132
2175,17483368,17626886,29947936,17488373,15390749
2176,17483524,28571914,28761268,29145664,29081157
2177,17488373,22345943,8007663,16220808,17626886
2178,17488498,5377148,37110691,29015768,24571017
2179,17488629,17391691,35852688,35851003,17390721
2180,17488732,17488732,35852688,35851003,17390721
2181,17501404,14446487,15243393,13919111,15634389
2182,17519803,23348921,33792104,23080358,30046453
2183,17532583,16241471,38855592,25489396,36391905
2184,17540932,33534699,5787221,21937326,37344187
2185,17552757,19629044,17769862,16565287,9464059
2186,17567052,36785495,14540241,13980339,13300207
2187,17575300,10299900,9030732,15086977,17956150
2188,17590829,27004873,23907882,29525920,22457169
2189,17595156,11364449,21668890,27140686,6630341
2190,17595172,13070201,37447815,28750532,28751408
2191,17601150,18887526,16274109,20446077,15208626
2192,17615250,32222890,37605217,21398866,14902239
2193,17619960,16748453,16747836,21457175,34051104
2194,17626246,14325761,8247580,7107229,22555089
2195,17626886,17483368,29947936,22345943,32303894
2196,17627294,38428103,38429018,17106212,21257593
2197,17641382,17191773,29398198,32701932,29579499
2198,17657915,13338509,29525299,29525951,13552612
2199,17660250,23999281,23950179,24000221,24000355
2200,17663144,18279450,15479658,17567052,13297184
2201,17669253,15532644,15532514,15394158,4139205
2202,17672050,10040828,10023519,10027442,10020525
2203,17673525,13980339,15347904,15347449,13292321
2204,17677387,16027385,18443344,15712633,11388657
2205,17684121,17684121,28996484,27914769,18859485
2206,17686936,20291676,11094655,22090559,22090564
2207,17705645,20936240,30261649,11554822,11441534
2208,17712132,30898777,16401676,15580911,17471289
2209,17716164,20426982,36703860,19856273,16499872
2210,17727192,29973514,8174481,29969148,33981233
2211,17736530,13300207,14491116,15028547,15347449
2212,17740089,21747530,28709337,26965345,13403663
2213,17742555,18590462,20332582,18589614,17742972
2214,17742972,18590462,20332582,18589614,17742555
2215,17750702,17781759,22733443,18398058,18316457
2216,17758167,34834829,27429267,20446077,15302877
2217,17765940,17765940,20398796,28067163,30047798
2218,17766467,32303894,29947936,17626886,24785006
2219,17768467,17951810,17302758,4191900,4191852
2220,17769862,23277237,35961334,9464059,16565287
2221,17771269,24962718,14989747,28321986,23169041
2222,17778761,4191900,4191852,17302758,17951810
2223,17779550,4139964,9466660,20426368,20628822
2224,17780164,8119521,9466660,17779550,4139964
2225,17781759,17750702,18316457,22733443,18024054
2226,17797840,19575817,17798438,17798349,17798496
2227,17797878,31297928,19595827,23094299,20096441
2228,17798349,17798438,17798349,17798544,19575975
2229,17798438,17798438,17798349,17798544,19575975
2230,17798496,17798438,17798349,17798544,19575975
2231,17798544,17798438,17798349,17798544,19575975
2232,17805144,14009803,6190850,13924029,13929091
2233,17806689,16499872,15173797,18692721,38338795
2234,17812922,17813225,17813026,17813122,17812922
2235,17813026,17813225,17813026,17813122,17812922
2236,17813122,17813225,17813026,17813122,17812922
2237,17813225,17813225,17813026,17813122,17812922
2238,17813332,17813225,17813026,17813122,17812922
2239,17814354,34187044,10024927,21651545,32391749
2240,17832551,21651545,34187044,32391749,33915229
2241,17838889,21805592,4412603,23952695,23999201
2242,17847955,11517278,15809023,18559303,24453388
2243,17848396,15978100,38210225,18559303,34135630
2244,17849002,1715479,37841266,2121839,11994037
2245,17854771,14128000,6495539,16412556,10659341
2246,17855048,23930729,21358634,35961334,28761398
2247,17856170,17863026,19140847,18284913,14774581
2248,17856178,13049120,1302185,26957177,34098015
2249,17859496,1857229,21440939,38649091,28037774
2250,17863026,17856170,19140847,18284913,28163613
2251,17868090,18203227,10626378,14293858,16482875
2252,17881638,16008908,23548551,10981264,4541072
2253,17881784,22361966,24170288,21755679,1766900
2254,17882162,9288135,28071344,5493930,5494971
2255,17882385,20865905,30299178,24962718,28060626
2256,17893265,5897641,37261000,3580558,1024986
2257,17896554,12941785,12142684,25381551,27262007
2258,17899844,21984842,38717537,11245848,22193170
2259,17899942,17110437,16677104,15100514,16140165
2260,17900978,37242968,22200113,16332500,38422421
2261,17912340,23160983,13580272,14954546,13485944
2262,17917998,35634164,38422421,34052182,29211600
2263,17926795,26432259,19856273,9353629,26143135
2264,17927897,24782472,18202395,17928170,18199481
2265,17928170,17927897,24782472,17928273,18202395
2266,17928273,18199481,18202395,17927897,17928170
2267,17929042,17929049,17929055,17929045,17929054
2268,17929045,17929055,17929042,17929049,17929054
2269,17929049,17929042,17929055,17929045,17929054
2270,17929052,17929049,17929042,17929055,17929054
2271,17929053,17929049,17929042,17929052,17929054
2272,17929054,17929042,17929055,17929045,17929049
2273,17929055,17929045,17929042,17929049,17929054
2274,17929480,20856422,33330793,20824274,27174440
2275,17944165,17995515,18879165,31864068,31862444
2276,17949590,20888336,9122528,19073773,22979766
2277,17951810,17302758,4191900,4191852,17778761
2278,17953028,11601706,4916186,36837195,37740910
2279,17956150,6310906,21841191,16163880,5472242
2280,17965944,17454856,16519829,27428758,35071001
2281,17966402,15019776,18164623,24294873,24294525
2282,17981547,27445655,27950624,16654474,37162581
2283,17988707,33982287,12711562,27581596,27513625
2284,17995515,17944165,18879165,31864068,31862444
2285,17999451,14558461,15721063,11679272,11679463
2286,18012960,4934283,23718390,26444799,13088479
2287,18013085,21747530,31354683,35166846,34945098
2288,18024054,18398058,18316457,22733443,17781759
2289,18032360,23863811,21888290,6826957,33534699
2290,18035420,16579897,36645003,33698332,33028621
2291,18036925,35030220,7704031,38462265,38304671
2292,18051934,27788666,14196766,27706221,30917154
2293,18052476,18235755,14532126,29888806,6717992
2294,18061058,22316106,33562738,30134109,34981099
2295,18062352,23870306,31864520,32292317,13468399
2296,18062829,16407722,19612814,15949448,16207539
2297,18080682,5018128,20805118,20588444,20621511
2298,18081902,17797840,19575817,17798544,17798349
2299,18085436,37340383,13485944,6939552,13184548
2300,18086207,4430984,21238579,24900501,20805118
2301,18086894,16932344,13669212,20573629,20608112
2302,18102244,19073773,6553302,25184205,15364942
2303,18109887,16315526,18416274,20713333,35742330
2304,18113091,36645003,33698332,33028621,33886921
2305,18115717,20608112,20485337,20573629,11995133
2306,18117026,22021287,18607018,3990847,17899844
2307,18129192,18085436,4193615,14305256,25599788
2308,18140813,29164486,27794106,27794536,26731319
2309,18144507,36156691,38855592,25489396,9584573
2310,18144702,21114838,18165035,24810174,8897560
2311,18149715,25385698,19731540,22848431,22586858
2312,18151459,7321238,28620313,28422606,30875944
2313,18164623,24294525,24294873,15019776,17966402
2314,18165035,21114838,24810174,18144702,9915648
2315,18169687,14558461,13952292,16260783,11679463
2316,18180874,26189993,28657973,28649449,32576311
2317,18181770,13552548,8017511,32031648,35856965
2318,18184250,12995321,38061740,38701616,37479594
2319,18199481,18202395,17928273,17927897,24782472
2320,18202395,18199481,17928273,17927897,24782472
2321,18203227,17868090,10626378,14293858,16482875
2322,18209347,27343211,24435647,13175926,6426551
2323,18214792,34287472,16896151,38358585,28896411
2324,18235755,18052476,6717992,23380807,16225193
2325,18235838,24682695,16848828,16750061,21283595
2326,18253219,12220788,25276302,22329509,3981252
2327,18254294,13275737,14580396,22183984,21941085
2328,18259421,33604276,33634552,18662873,33669171
2329,18277072,29744197,20397739,37110691,26011461
2330,18279450,17663144,15479658,13874038,16174252
2331,18283249,22053686,20112645,19681403,20158020
2332,18284913,19132856,17856170,17863026,19140847
2333,18286281,34479465,10004389,38358585,5406502
2334,18314892,12265424,24552050,36771364,35494940
2335,18316457,22733443,18024054,17781759,18398058
2336,18316542,15687109,30261649,37509823,12178884
2337,18322132,25949294,30180540,23861900,21361474
2338,18332222,31060440,34982718,35320080,36894953
2339,18340181,18440940,21087639,15028547,16454991
2340,18342015,33734018,16149534,16149105,13967760
2341,18351213,36785495,31216096,38358585,16413787
2342,18376117,26958869,26502772,26612587,32479873
2343,18378142,33079397,33047128,33981233,34071127
2344,18378150,27794323,27794712,29745923,27794933
2345,18395154,20935053,25273104,21747530,21257843
2346,18398058,18024054,22733443,18316457,17750702
2347,18416274,9580133,12220788,11441534,31948394
2348,18420898,24311158,27732618,21651705,21649798
2349,18421322,18421322,23329069,30892925,24785613
2350,18434466,27642158,11022212,38000978,37805107
2351,18440940,21087639,28724933,18340181,24927780
2352,18443242,36001391,35081515,18452331,19094235
2353,18443344,17677387,15712633,16027385,15351390
2354,18450908,18452331,22098450,36001391,18443242
2355,18452331,18450908,18443242,22098450,36001391
2356,18455050,16726237,18455143,24026878,21047360
2357,18455143,18455050,16726237,24026878,21047360
2358,18471415,18452331,18450908,22098450,35081515
2359,18476989,22351804,24403090,18921659,14940462
2360,18478731,32599726,31768511,16715096,25586550
2361,18479131,22857843,29443536,30280422,22995267
2362,18484277,32292453,19780831,32223767,23008567
2363,18486921,19351097,34981633,32292005,21151992
2364,18487688,32729720,35918971,18487688,32478810
2365,18492050,22575924,16005135,25015675,3838311
2366,18492843,19478535,37371669,19299883,10598600
2367,18495738,31938057,34831460,34613934,33563059
2368,18496173,20082598,37302403,29833656,26957177
2369,18508828,15790995,38248159,32663173,18151459
2370,18509748,9513005,25445549,15539906,35750636
2371,18513260,13300207,14149621,13338509,13980339
2372,18513959,15487894,7653937,30966211,34288316
2373,18516282,16075986,15438962,17231060,16418916
2374,18517165,18572753,1302185,26957177,12924827
2375,18527602,13748493,13642646,31532527,15439131
2376,18559303,19258336,14938335,17847955,38338795
2377,18566096,16784213,19220212,16381367,14987419
2378,18570175,19231733,17142437,22028335,33410537
2379,18572753,18517165,26957177,1302185,12924827
2380,18577624,19901171,18666662,20950425,37924392
2381,18582303,15533093,15547918,15533066,21258007
2382,18589278,18656726,1131162,9667448,11785517
2383,18589614,18590462,20332582,17742972,17742555
2384,18590462,20332582,18589614,17742972,17742555
2385,18591456,32922255,11993987,24857166,24161078
2386,18601984,14078493,16382475,23399180,16383852
2387,18605664,15489649,16981748,16417299,16590376
2388,18607018,22021287,18117026,16499872,3991040
2389,18609695,34112181,30900595,34111791,34111493
2390,18617838,38248159,32663173,12787541,5975052
2391,18619859,28415998,29295230,28422606,30875944
2392,18646201,18421322,23329069,30892925,24785613
2393,18646333,21797718,36427750,30354713,33349733
2394,18656726,18589278,1131162,11785517,9667448
2395,18658800,30299123,9000149,7704031,8525879
2396,18662873,19901509,18666776,19469757,33604276
2397,18664648,29256550,15581172,15581173,29256271
2398,18666662,18577624,19901171,20950425,37924392
2399,18666776,19469757,18662873,19901509,33604276
2400,18674998,23380866,22561172,16742820,18675202
2401,18675202,18858584,32526213,16742820,22561172
2402,18677397,22202998,19970132,16592588,12550156
2403,18679631,12841880,4318386,38094671,36005112
2404,18684661,17410029,34272851,36399220,36994152
2405,18692721,16499872,10575126,15173797,30261649
2406,18709189,15267692,8264110,7940828,38587031
2407,18710914,12265424,21717101,9911011,37160890
2408,18721118,28422606,18619859,8380826,28415998
2409,18724523,16425946,5128182,9337650,9030732
2410,18729599,38594118,34056967,37520591,17712132
2411,18737139,36586992,20836943,21430677,16460492
2412,18755310,9122528,17949590,27418165,27581596
2413,18757509,24785613,16798945,11996813,18646201
2414,18759060,24636842,19231081,27638361,21312604
2415,18765777,16499872,10260541,15173797,26549311
2416,18780571,37989109,28761398,32092947,29145899
2417,18830269,8247580,22733377,16417806,38830690
2418,18835258,33700555,3304326,6669434,6591835
2419,18848925,28063799,4399550,20805118,20588444
2420,18850989,12995321,28657927,8277838,28993846
2421,18858584,18675202,32526213,16742820,22561172
2422,18859485,17466955,29167635,29470621,29108398
2423,18876873,32991081,16225193,23760158,8134407
2424,18879165,17995515,17944165,31864068,31862444
2425,18886111,19856273,9207480,17926795,8355592
2426,18887526,20446077,9579252,17601150,35008965
2427,18889042,25381551,18765777,33836101,10260541
2428,18903533,37472944,33782992,21370642,3085308
2429,18903757,20717455,20573629,20608112,20485337
2430,18905203,6529707,31216096,2922184,7829853
2431,18906439,31129953,23279931,19199981,4499317
2432,18915769,18915770,18915776,18915772,2612906
2433,18915770,18915769,18915776,18915772,21015876
2434,18915772,18915776,18915770,18915769,22912035
2435,18915776,18915772,18915770,18915769,27004656
2436,18921659,5406502,18476989,34582881,4441346
2437,18934581,15197371,8158710,8158680,8242488
2438,18939913,14099732,15364942,6147142,8113569
2439,18951953,30052406,33467817,38422421,34052182
2440,18954357,36703860,24962718,23738407,13642646
2441,18954823,31179982,32092557,32954596,31864520
2442,18969220,18969220,29530126,28983781,21248798
2443,18969282,16657859,16618127,18969220,16711969
2444,18978263,21807803,21805592,10214341,26369349
2445,18978737,24294559,24294873,18164623,24294525
2446,18998659,20259295,23279931,19575854,19575882
2447,18999873,15848593,21314479,24782626,17927897
2448,19000837,6518470,15539906,20223050,30261649
2449,19004563,4486217,23380147,22594189,16743909
2450,19007966,2163108,922509,22410924,25020267
2451,19009257,35723738,30261649,15687109,20715202
2452,19027624,16640229,36159717,15139438,37341059
2453,19039775,3460343,11518055,2090082,10381460
2454,19056267,31275547,12975736,31276318,15513798
2455,19073773,18102244,6553302,6026528,25184205
2456,19075145,32006217,23507483,24347116,23549024
2457,19091188,6203213,38242543,13756029,12941785
2458,19094235,18443242,35081515,18450908,22098450
2459,19094250,38338795,25586550,17949590,7330207
2460,19097090,7182463,13273148,20397739,36703860
2461,19107598,21358634,9464059,35961334,26435923
2462,19112052,10638481,1024986,34448366,4996744
2463,19115460,11520426,2090082,3822245,11714703
2464,19125341,31247597,32729775,35205342,30549602
2465,19128310,19261441,19125341,31247597,23108965
2466,19132814,25920417,9552806,38854870,32320934
2467,19132856,35961334,17769862,23277237,18284913
2468,19140847,17863026,17856170,19132856,28163613
2469,19153604,30134109,33562738,28185207,19901028
2470,19154021,38741132,29148255,38829188,27192864
2471,19163641,19236258,19286135,30229992,30561871
2472,19164675,19164690,19164694,19164693,19164691
2473,19164677,19164690,19164694,19164693,19164691
2474,19164678,19164690,19164694,19164693,19164691
2475,19164680,19164690,19164694,19164693,19164691
2476,19164681,19164690,19164694,19164693,19164691
2477,19164682,19164690,19164694,19164693,19164691
2478,19164684,19164690,19164694,19164693,19164691
2479,19164687,19164690,19164694,19164693,19164691
2480,19164690,19164690,19164694,19164693,19164691
2481,19164691,19164690,19164694,19164693,19164691
2482,19164693,19164690,19164694,19164693,19164691
2483,19164694,19164690,19164694,19164693,19164691
2484,19164720,19164733,19164741,19164691,19164687
2485,19164733,19164741,19164720,19164681,19164682
2486,19164741,19164733,19164720,19164675,19164677
2487,19184003,19184503,19184502,19184501,19184500
2488,19184011,19184011,19184013,19184500,19184503
2489,19184013,19184011,19184013,19184500,19184503
2490,19184500,19184011,19184013,19184500,19184503
2491,19184501,19184011,19184013,19184500,19184503
2492,19184502,19184011,19184013,19184500,19184503
2493,19184503,19184011,19184013,19184500,19184503
2494,19199981,31129953,18906439,23279931,4499317
2495,19200431,19282261,11219236,16503238,20880300
2496,19205241,24235072,19154021,27192864,14497186
2497,19220212,31201062,31376777,29443536,7296138
2498,19229162,18202395,18199481,21314866,24782472
2499,19231081,24636842,18759060,27638361,21312604
2500,19231106,9932692,9555530,24962718,26084661
2501,19231371,8111502,8111607,8114003,8113936
2502,19231733,18570175,17142437,22028335,30971262
2503,19236258,19286135,19163641,30229992,30561871
2504,19249203,32458676,11411739,33678741,4541072
2505,19251396,3987930,16412115,16412994,16411298
2506,19255306,20007627,37551948,18209347,21112300
2507,19258336,30328747,38250487,12658514,4600559
2508,19261441,19128310,31247597,19125341,23108965
2509,19267435,11865064,5645349,1599599,4828432
2510,19273088,24358325,21618918,7229906,24706479
2511,19282261,19200431,16503238,20880300,13556435
2512,19286135,19236258,19163641,30229992,30561871
2513,19296446,12909727,8099229,11441534,19073773
2514,19299883,19478535,33464704,18492843,14659280
2515,19323522,16149684,13183241,16260783,14558461
2516,19337115,12936984,17348884,33238214,32160295
2517,19340760,33079397,33981233,34071127,33047128
2518,19351097,19351097,18486921,32292005,21151992
2519,19361265,32520833,33490643,16206947,23027456
2520,19364738,20039387,20195421,20084815,19595322
2521,19366049,20525209,19555519,34918070,19595827
2522,19367655,20234954,19681895,23111888,20094056
2523,19368196,22382687,22214699,8657749,2030544
2524,19369423,20156054,20177941,21127335,19645713
2525,19373416,33836101,25381551,11411739,34287472
2526,19375677,6791925,15508557,11219236,28346676
2527,19379474,23133424,20698050,6352827,10600920
2528,19380133,31241309,29860691,33947280,21151983
2529,19392513,26770254,31879525,31362354,10773448
2530,19414794,31947200,27429267,6856988,9478206
2531,19416540,33413564,33836729,13931737,13926988
2532,19438458,22987207,13387049,19595827,23094299
2533,19446817,14558461,14456725,31204526,31204361
2534,19467934,31106729,31157002,31106470,31107682
2535,19469757,18666776,18662873,19901509,33604276
2536,19478535,19299883,18492843,33464704,37440161
2537,19490576,38704678,36054582,20647859,37353696
2538,19490734,21195180,22028335,14524075,17142437
2539,19491981,7614627,5609097,8259582,22225768
2540,19508635,36987244,36013087,37841266,36812682
2541,19509543,38717537,11245848,13068368,17951810
2542,19516846,1599599,4802295,11865064,4828432
2543,19518380,6717992,6663906,18149715,23407282
2544,19543668,16412556,6717992,9619878,23380807
2545,19555519,20525209,19366049,34918070,19595827
2546,19564793,31532527,22286141,21415030,10466787
2547,19575817,17798349,17798544,17798438,17798496
2548,19575854,19575854,19575817,17797840,17798544
2549,19575882,19575854,19575817,17797840,17798544
2550,19575975,17798544,17798349,17798438,17798496
2551,19576036,21018087,25141849,21031651,21016381
2552,19577624,22287564,27979941,13240813,18351213
2553,19580455,36789378,38341489,38221748,25328461
2554,19595322,20084815,20039387,20195421,19364738
2555,19595827,23094299,20096441,20525209,19366049
2556,19612814,18062829,38826921,16407722,37371669
2557,19615310,20100445,19975545,20018299,20059256
2558,19615505,32319545,38888083,22071808,20805118
2559,19619644,32825926,34228907,34193631,34229265
2560,19625924,18169687,10343519,27004656,13952292
2561,19626434,33698332,36645003,33028621,33886921
2562,19629044,17552757,16565287,9464059,21358634
2563,19629485,30896151,37518083,2375063,3419511
2564,19634599,33562738,30134109,20060493,34981099
2565,19642785,4252548,7282084,19810810,2838555
2566,19645713,21127335,20156054,19369423,20177941
2567,19647017,34190383,38561959,38529383,27488841
2568,19650919,20100445,20018299,19975545,20019928
2569,19651474,6120794,19810810,6686851,6141976
2570,19661959,17765940,4122361,28067163,30047798
2571,19662723,23925850,24236950,19665635,34918180
2572,19663166,24739273,31265984,32455081,31839553
2573,19665635,34918180,34917885,20096620,19662723
2574,19668740,20396642,19685674,20019928,20040797
2575,19670675,8730126,782227,8820958,15492056
2576,19671312,32321197,19380133,31241309,8174505
2577,19681403,20158020,34918180,34917885,20096620
2578,19681895,23111888,20094056,19367655,20234954
2579,19685674,20396642,19668740,20019928,20040797
2580,19686931,20141496,34348628,38494393,21888054
2581,19704067,20729472,14376831,16640229,36159717
2582,19714010,23771131,22193170,344803,11245848
2583,19720477,14131949,20859006,3717217,16701352
2584,19731540,16443411,25596207,25424295,25385698
2585,19740785,16060289,16006904,16007139,16008908
2586,19746238,24784280,37302403,28993846,11679272
2587,19758048,22113993,49091,29519556,16006904
2588,19771133,18024054,18316457,17781759,22733443
2589,19772238,2765052,29321856,18416274,12220788
2590,19773521,5827713,5798211,38358585,14099732
2591,19774490,21015410,37586357,30543386,34373954
2592,19774868,4584539,31807637,7735999,5050823
2593,19775554,9976083,9398808,27409849,10343519
2594,19777121,2362558,35323438,27970365,28037249
2595,19780831,32292453,18484277,32223767,30357489
2596,19790710,32976976,35818082,25306072,37853876
2597,19794582,10185535,15600898,27792660,27790589
2598,19797480,2387588,19798538,2387096,9116730
2599,19798538,2387096,19797480,2387588,9116730
2600,19799435,4569941,12906176,28966874,21668890
2601,19800389,24881098,26221747,35279891,32224048
2602,19801431,37605217,21398866,17615250,14902239
2603,19801615,26722597,34071127,33981233,33946218
2604,19810810,2838555,7282084,19642785,4041554
2605,19820440,16710831,38307486,36703860,20539655
2606,19831199,28264364,35848748,15821020,34458052
2607,19832720,15711027,19832956,15709193,20097996
2608,19832956,15711027,16010059,19849029,19832720
2609,19834053,21793219,21791154,21792881,21112300
2610,19847774,19881239,9269260,9268500,9268680
2611,19848045,37603353,20560133,3902423,330095
2612,19849029,16010059,15709193,19832956,15725449
2613,19853254,22721316,29327225,16499872,24125960
2614,19856273,18886111,9207480,17926795,8355592
2615,19864736,16232588,17926795,34454047,25306072
2616,19881239,19847774,9269260,9268500,9268680
2617,19884344,4934283,15826677,12598972,16130356
2618,19887149,21415030,3558867,14243662,36812514
2619,19901028,21939528,19153604,24606096,22971370
2620,19901171,18577624,18666662,20950425,37924392
2621,19901509,18662873,33604276,33669171,19469757
2622,19913186,36837195,37740910,17953028,36852394
2623,19917278,16499872,15173797,7900299,26010615
2624,19918177,26768425,25202450,31420240,8617116
2625,19936126,22786403,37261000,28571914,17371927
2626,19954126,24587033,14675722,2113778,33619991
2627,19970132,18677397,22202998,12550156,16592588
2628,19971871,13253512,12989796,16136815,13403663
2629,19975545,20018299,20100445,20059256,20040797
2630,19984633,36679339,33678741,35961334,17769862
2631,20000821,20100445,20018299,19975545,20019928
2632,20004744,28359844,14740975,17956150,18496173
2633,20007627,32922416,29745033,10554463,15229173
2634,20009657,12698038,12696326,20068221,20139209
2635,20016671,9016784,37019237,17953028,24659042
2636,20018299,20100445,19975545,20059256,20040797
2637,20019271,12893088,12369768,6999333,7250803
2638,20019928,20059256,20040797,20060105,19975545
2639,20027881,34818375,13668845,20865905,71896
2640,20031534,20762681,49091,29519556,29530126
2641,20038212,12033925,31362354,10773448,14509613
2642,20039387,20195421,19364738,19595322,20084815
2643,20040797,20059256,20019928,20060105,20100445
2644,20040955,20019928,20040797,20059256,20060105
2645,20047241,27377001,9000149,37841266,33809204
2646,20049844,37302403,8247580,37538230,30258463
2647,20059256,20040797,20019928,20060105,20100445
2648,20060105,20059256,20040797,20019928,20018299
2649,20060493,19634599,16743909,23380199,23380147
2650,20065234,16110969,35041403,35041255,11744531
2651,20068221,20139209,20200571,7182463,12696326
2652,20069280,22683205,31965730,18677397,22202998
2653,20082598,36760495,16435779,18496173,18978263
2654,20084815,19595322,19364738,20039387,20195421
2655,20094056,19681895,23111888,19367655,20234954
2656,20096441,23094299,19595827,20525209,19366049
2657,20096620,34918180,34917885,19665635,19662723
2658,20097996,15796599,19832720,15709193,15711027
2659,20098415,16163880,16989989,9381814,24276360
2660,20100445,20018299,19975545,20059256,20040797
2661,20112645,37161894,24003066,24000970,27377001
2662,20126837,25015675,26409674,8888094,24701128
2663,20139209,20068221,20200571,36120480,7182463
2664,20141496,19686931,38836039,4561463,13872285
2665,20141569,20836943,12998449,33973014,21031360
2666,20155952,21206514,21843221,37267211,26503900
2667,20156054,19369423,20177941,21127335,19645713
2668,20158020,19681403,34918180,34917885,20096620
2669,20177941,20156054,19369423,21127335,19645713
2670,20181595,20181917,20181944,16522880,16964241
