,id,sim1,sim2,sim3,sim4
593,6993627,6685809,6142181,3863231,7350502
594,6995482,6141976,6120794,6686851,6142390
595,6999333,12369768,20019271,20628822,879526
596,7010578,23999281,23950179,24000355,34582881
597,7015796,6686851,6142390,6120794,6141976
598,7015864,7015864,27618712,29471780,16603099
599,7031773,12873475,24900530,2547778,22874940
600,7039222,35806333,35011992,36029553,22071808
601,7053111,38106824,19820440,25972498,6959323
602,7054222,7054222,22037196,37957891,9395765
603,7069513,2890215,18351213,13748493,20223050
604,7078717,16412115,16411298,16412994,16413107
605,7085521,36737534,37407332,38733391,34584912
606,7095558,9739843,36677768,22329509,29948946
607,7105265,31840078,1900478,34733071,17123186
608,7107229,29833656,14325761,8853121,22555089
609,7117201,27823327,32818511,31295898,32320894
610,7118321,29443536,7123932,24161078,25596265
611,7118763,27804407,20936240,13354987,8380826
612,7123932,7118321,28761398,32092947,29145899
613,7138922,6381495,6605136,6142181,3140972
614,7139056,6605136,4041554,6381495,6034863
615,7143817,6026527,11679272,14558461,16260783
616,7152327,33841403,2030544,23160983,29973514
617,7154662,26980329,30896151,3419511,33412537
618,7162659,7169214,36986741,22826338,24447655
619,7165778,9685528,13300207,16604529,13980339
620,7169214,7162659,31298028,30255126,32388354
621,7181966,38523541,8247580,18666662,22786403
622,7182042,13282424,27418165,18609695,10466787
623,7182463,9699851,20200571,20068221,20139209
624,7206112,7227025,29443536,38007330,35815163
625,7210133,36785495,22199605,17567052,31180978
626,7212903,6352091,36785495,20865905,28468667
627,7216716,22251148,26318683,7582910,2488036
628,7227025,7227077,7206112,36785495,8247958
629,7227077,7227025,7206112,6349839,29948946
630,7227489,15379742,38788624,8493657,4070970
631,7229906,24706479,33172657,27839848,28033518
632,7235859,7814843,7843168,34582881,13668845
633,7246427,38890018,30597046,36086594,27618712
634,7250803,7927886,11245848,38717537,17899844
635,7255642,38717537,22459458,17093761,21061528
